author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex,lastname,ntitle
Петров П.,Саяны шумят,Повесть,1932-01-01,5150,NA,TRUE,NA,NA,Москва-Иркутск,м,Петров,саяны шумят
Пронин И.М.,Ровесники Октября,Повесть,1932-01-01,5000,NA,TRUE,NA,NA,Москва-Самара,м,Пронин,ровесники октября
Самохин Ев.,Сапоги,Повесть,1932-01-01,10000,NA,TRUE,NA,NA,М.-Л.,м,Самохин,сапоги
Сигорский А.В.,Костя Фефела,Рассказ,1932-01-01,7000,NA,TRUE,NA,NA,Нижний-Новгород,м,Сигорский,костя фефела
Таежный А.,Ростки,Повесть,1932-01-01,10000,NA,TRUE,NA,NA,Симферополь,м,Таежный,ростки
Черненко А.,Баста,Повесть,1932-01-01,10000,NA,NA,TRUE,NA,М.-Л.,м,Черненко,баста
Шамет Н.,Будем такими. Очерки об ударниках,Очерк,1932-01-01,15000,NA,TRUE,NA,NA,М.,м,Шамет,будем такими очерки об ударниках
Авербах Ал. и Гинсбург Л.,Обед в кармане,NA,1933-01-01,10000,NA,TRUE,NA,NA,М.-Л.,м,Авербах,обед в кармане
Алексеев Я. Я.,Дунин мох,NA,1933-01-01,10000,NA,TRUE,NA,NA,Смоленск,м,Алексеев,дунин мох
Атлас М.,Из прошлого,NA,1933-01-01,2000,NA,TRUE,NA,NA,Симферополь,м,Атлас,из прошлого
Гинцель П.В.,Пестун,Повесть,1933-01-01,10000,NA,TRUE,NA,NA,Новосибирск,м,Гинцель,пестун
Григорьев С.Т.,Берко-кантонист,Повесть,1933-01-01,20000,NA,TRUE,NA,NA,М.,м,Григорьев,берко кантонист
Григорьев С.Т.,Мальчий бунт,Повесть,1933-01-01,20300,NA,TRUE,NA,NA,М.,м,Григорьев,мальчий бунт
Карев Н.,Макар,Повесть,1933-01-01,8000,NA,NA,TRUE,NA,Л.,м,Карев,макар
Кедрина З.,Аул нашего отца,Повесть,1933-01-01,5000,NA,NA,TRUE,NA,Алмаата-Москва,ж,Кедрина,аул нашего отца
Кофанов П.,Интервенты,Повесть,1933-01-01,8000,NA,NA,TRUE,NA,Ростов-на-Дону,м,Кофанов,интервенты
Кравков М.А.,Год во льдах,Повесть,1933-01-01,7000,NA,TRUE,NA,NA,Новосибирск,м,Кравков,год во льдах
Пантелеев Л.И.,Пакет,Повесть,1933-01-01,50325,NA,TRUE,NA,NA,М.-Л.,м,Пантелеев,пакет
Розанов С.Г.,Приключения Травки,Повесть,1933-01-01,50000,TRUE,NA,NA,NA,М.,м,Розанов,приключения травки
Федотов Ф.К.,Пахта,Повесть,1933-01-01,50000,NA,TRUE,NA,NA,М.,м,Федотов,пахта
Фраерман Р.И.,Вторая весна,Повесть,1933-01-01,20000,NA,NA,TRUE,NA,М.-Л.,м,Фраерман,вторая весна
Фраерман Р.И.,Никичен,Повесть,1933-01-01,20000,NA,NA,TRUE,NA,М.,м,Фраерман,никичен
Югов А.,Рычаг,Повесть,1933-01-01,20000,NA,TRUE,NA,NA,М.,м,Югов,рычаг
Ананьин И.,Повесть о лотерейном билете и пионерах Сереже и Пете,Повесть,1934-01-01,3000,NA,TRUE,NA,NA,Симферополь,м,Ананьин,повесть о лотерейном билете и пионерах сереже и пете
Бабушкин В.Ф.,Бакенщик,Рассказ,1934-01-01,5000,NA,TRUE,NA,NA,Саратов,м,Бабушкин,бакенщик
Бабушкин В.Ф.,"Кузька, Шарышка и Петр Тимофеевич",NA,1934-01-01,10000,NA,TRUE,NA,NA,Саратов,м,Бабушкин,кузька шарышка и петр тимофеевич
Бондарин С. А.,Дындып из долины Дургун-Хоток,NA,1934-01-01,30000,NA,TRUE,NA,NA,М.,м,Бондарин,дындып из долины дургун хоток
Бондин А. П.,Моя школа,Автобиографическая повесть,1934-01-01,15160,NA,TRUE,NA,NA,Свердловск,м,Бондин,моя школа
Долгоненков К.Р.,Таинственная шкатулка,Повесть,1934-01-01,10000,NA,TRUE,NA,NA,Москва-Смоленск,м,Долгоненков,таинственная шкатулка
Кравков М.А.,Золотая гора,Повесть,1934-01-01,15000,NA,TRUE,NA,NA,Новосибирск,м,Кравков,золотая гора
Кузнецова О.И.,Враг под микроскопом,Повесть,1934-01-01,20325,NA,NA,TRUE,NA,Л.,ж,Кузнецова,враг под микроскопом
Лагутин Ф.,Галстук,Повесть,1934-01-01,5000,NA,TRUE,NA,NA,Симферополь,м,Лагутин,галстук
Марьенков М.,За голубым песцом,Повесть,1934-01-01,30000,NA,TRUE,NA,NA,Л.,м,Марьенков,за голубым песцом
Свирский А.И.,Рыжик,Повесть,1934-01-01,40000,NA,TRUE,NA,NA,М.,м,Свирский,рыжик
Яковлев П.Н.,Первый ученик,Повесть,1934-01-01,10000,NA,NA,TRUE,NA,Ростов-на-Дону,м,Яковлев,первый ученик
Бражнин И.,Рюшка,Повесть,1935-01-01,10000,NA,TRUE,NA,NA,Архангельск,м,Бражнин,рюшка
Гайдар А.П.,Военная тайна,Повесть,1935-01-01,100000,NA,TRUE,NA,NA,М.,м,Гайдар,военная тайна
Гайлит К.,Крылья,Повесть,1935-01-01,15000,NA,NA,TRUE,NA,Новосибирск,м,Гайлит,крылья
Гинцель П.В.,Меченый,Повесть,1935-01-01,10000,NA,TRUE,NA,NA,Новосибирск,м,Гинцель,меченый
Сказбуш Н.,Повесть о Петьке Рубанте,Повесть,1935-01-01,10000,NA,TRUE,NA,NA,Харьков-Одесса,м,Сказбуш,повесть о петьке рубанте
Чепрунов Б.,Повесть о Мраудин-Мирзе,Повесть,1935-01-01,50101,NA,NA,TRUE,NA,Ташкент,м,Чепрунов,повесть о мраудин мирзе
Шкляр Н.Г.,Повесть о зоопарке. Люди. Дела. Достижения.,Повесть,1935-01-01,15000,NA,NA,TRUE,NA,М.,м,Шкляр,повесть о зоопарке люди дела достижения
Шошин М.Д.,Астра,Повесть,1935-01-01,7000,NA,TRUE,NA,NA,Москва-Иваново,м,Шошин,астра
Ауров Н.,Под полуночным солнцем,Повесть,1936-01-01,7000,NA,TRUE,NA,NA,Архангельск,м,Ауров,под полуночным солнцем
Белокриницкий С.,Первые комсомольцы,NA,1936-01-01,15000,NA,NA,TRUE,NA,Одесса,м,Белокриницкий,первые комсомольцы
Березницкий Е.,Джянтаки,Рассказ,1936-01-01,10000,NA,TRUE,NA,NA,Новосибирск,м,Березницкий,джянтаки
Гайдар А.П.,Голубая чашка,Повесть,1936-01-01,50000,NA,TRUE,NA,NA,М.-Л.,м,Гайдар,голубая чашка
Голубева А.,Мальчик из Уржума,Повесть,1936-01-01,50000,NA,TRUE,NA,NA,М.-Л.,ж,Голубева,мальчик из уржума
Катаев В.П.,Белеет парус одинокий,Повесть,1936-01-01,25000,NA,TRUE,NA,NA,М.-Л.,м,Катаев,белеет парус одинокий
Копыленко А.,Секрет,Повесть,1936-01-01,25000,TRUE,NA,NA,NA,М.-Л.,м,Копыленко,секрет
Остроменецкая Н.,Повесть о Решиде и Мишке,Повесть,1936-01-01,15000,NA,TRUE,NA,NA,Пятигорск,ж,Остроменецкая,повесть о решиде и мишке
Розанов С.Г.,Алюта - воздушный слоненок. Приключения Травки,Повесть,1936-01-01,30000,TRUE,NA,NA,NA,М.-Л.,м,Розанов,алюта воздушный слоненок приключения травки
Розанов С.Г.,"Необыкновенное представление о приключениях Травки, о его папе, маме, о Солнечке, уборщице Марье Петровне и о многих других людях, вещах и событиях",Повесть,1936-01-01,25000,TRUE,NA,NA,NA,М.-Л.,м,Розанов,необыкновенное представление о приключениях травки о его папе маме о солнечке уборщице марье петровне и о многих других людях вещах и событиях
Трублаини М.П.,Лахтак,Повесть,1936-01-01,15000,NA,TRUE,NA,NA,Харьков-Одесса,м,Трублаини,лахтак
Беляев В.,Старая крепость,Повесть,1937-01-01,25000,NA,TRUE,NA,NA,М.-Л.,м,Беляев,старая крепость
Гинцель П.В.,Арашка,Повесть,1937-01-01,15000,NA,TRUE,NA,NA,Новосибирск,м,Гинцель,арашка
Гонимов И.А.,Шахтарчук,Повесть,1937-01-01,20000,NA,TRUE,NA,NA,Харьков-Одесса,м,Гонимов,шахтарчук
Гроссман В.С.,Степан Кольчугин,Повесть,1937-01-01,25300,NA,NA,TRUE,NA,М.-Л.,м,Гроссман,степан кольчугин
Ицын Б.С.,Подростки,Повесть,1937-01-01,10000,NA,NA,TRUE,NA,Челябинск,м,Ицын,подростки
Катаев В.П.,Я - сын трудового народа,Повесть,1937-01-01,25300,NA,NA,TRUE,NA,М.-Л.,м,Катаев,я сын трудового народа
Кунгуров Г.,Артамошка Лузин,Повесть,1937-01-01,10000,NA,TRUE,NA,NA,Иркутск,м,Кунгуров,артамошка лузин
Никулин М.А.,Лукашка,Повесть,1937-01-01,15000,NA,TRUE,NA,NA,Ростов-на-Дону,м,Никулин,лукашка
Саконская Н.П.,Поющее дерево,Повесть,1937-01-01,25300,NA,TRUE,NA,NA,М.-Л.,ж,Саконская,поющее дерево
Тардов М.С.,Алешка Богунец,Повесть,1937-01-01,10000,NA,NA,TRUE,NA,Киев,м,Тардов,алешка богунец
Фельдман К.И.,"Броненосец ""Потемкин""",Повесть,1937-01-01,25300,NA,NA,TRUE,NA,М.-Л.,м,Фельдман,броненосец потемкин
Фраерман Р.И.,Шпион,Повесть,1937-01-01,50300,NA,TRUE,NA,NA,М.-Л.,м,Фраерман,шпион
Бочин Л. А.,Юные пионеры,NA,1938-01-01,70000,NA,NA,TRUE,NA,М.-Л.,м,Бочин,юные пионеры
Бродская Д.,Марийкино детство,Повесть,1938-01-01,25000,NA,TRUE,NA,NA,М.-Л.,ж,Бродская,марийкино детство
Голубева А.,Клаша Сапожникова,Повесть,1938-01-01,25000,NA,TRUE,NA,NA,М.-Л.,ж,Голубева,клаша сапожникова
Торбан Р.,Снежный человек,Повесть,1938-01-01,25300,NA,TRUE,NA,NA,М.-Л.,м,Торбан,снежный человек
Филиппова К.,В гимназии,Повесть,1938-01-01,10000,NA,TRUE,NA,NA,Свердловск,ж,Филиппова,в гимназии
Штительман М.,Повесть о детстве,Повесть,1938-01-01,20000,NA,TRUE,NA,NA,Ростов,м,Штительман,повесть о детстве
Беляев В.,Голос Тараса,Рассказ,1939-01-01,50000,NA,TRUE,NA,NA,М.-Л.,м,Беляев,голос тараса
Бергольц О. Ф.,Мечта,Повесть,1939-01-01,25000,NA,TRUE,NA,NA,М.-Л.,ж,Бергольц,мечта
Бондаренко И.,Юность Макара,NA,1939-01-01,25000,NA,TRUE,NA,NA,М.-Л.,м,Бондаренко,юность макара
Воеводин Вс. и Рысс Евг.,Буря,Повесть,1939-01-01,25000,NA,NA,TRUE,NA,М.-Л.,м,Воеводин,буря
Войтюк И.,Витя идет в плавание,Повесть,1939-01-01,10000,NA,TRUE,NA,NA,Хабаровск,м,Войтюк,витя идет в плавание
Гайдар А.П.,Судьба барабанщика,Повесть,1939-01-01,25000,NA,TRUE,NA,NA,М.-Л.,м,Гайдар,судьба барабанщика
Гроссман В.С.,Юность Кольчугина,Повесть,1939-01-01,25000,NA,NA,TRUE,NA,М.-Л.,м,Гроссман,юность кольчугина
Копыленко А.,Очень хорошо,Повесть,1939-01-01,15000,NA,NA,TRUE,NA,М.-Л.,м,Копыленко,очень хорошо
Кузнецова А.В.,В Чулымской тайге,Повесть,1939-01-01,10000,NA,TRUE,NA,NA,Иркутск,м,Кузнецова,в чулымской тайге
Могилевская С.А.,Чапаёнок,Повесть,1939-01-01,25000,TRUE,NA,NA,NA,М.-Л.,ж,Могилевская,чапаенок
Смердов А.,Повесть о Гене Щукине,Повесть,1939-01-01,4000,NA,TRUE,NA,NA,Новосибирск,м,Смердов,повесть о гене щукине
Фраерман Р.И.,Дикая собака динго или повесть о первой любви,Повесть,1939-01-01,25000,NA,NA,TRUE,NA,М.-Л.,м,Фраерман,дикая собака динго или повесть о первой любви
"Батурин, И.",Белый голубь,Повесть,1940-01-01,10000,TRUE,TRUE,FALSE,FALSE,Иркутск,м,Батурин,белый голубь
"Бендецкий, А.",На границе,Рассказ,1940-01-01,5150,FALSE,TRUE,FALSE,FALSE,Казань,м,Бендецкий,на границе
"Борисов, Т. М.",Морской старик,Повесть,1940-01-01,10000,TRUE,TRUE,FALSE,FALSE,Хабаровск,м,Борисов,морской старик
"Василенко, И. Д.",Повести,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Ростов,м,Василенко,повести
"Вирта, Н.",Иностранка,Рассказ,1940-01-01,20000,TRUE,TRUE,FALSE,FALSE,Сталинабад; Ленинград,м,Вирта,иностранка
"Волков, А. М.",Чудесный шар,Повесть,1940-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Волков,чудесный шар
"Вольпер, И.",Плитка шоколада,NA,1940-01-01,5000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Вольпер,плитка шоколада
"Всеволожский, И. Е.",Амурские ребята,Повесть,1940-01-01,20000,FALSE,TRUE,TRUE,FALSE,Хабаровск,м,Всеволожский,амурские ребята
"Гайдар, А. П.",Рассказы,NA,1940-01-01,50000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Гайдар,рассказы
"Григорьев, И.",Детские рассказы,NA,1940-01-01,10000,TRUE,TRUE,FALSE,FALSE,Краснодар,м,Григорьев,детские рассказы
"Давыдов, З.",Из Гощи гость,NA,1940-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Давыдов,из гощи гость
"Давыдов, З.",Русские робинзоны (Беруны),Повесть,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Давыдов,русские робинзоны беруны
"Данько, Е.",Деревянные актеры,Повесть,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Данько,деревянные актеры
"Жариков, Л.",Повесть о суровом друге,NA,1940-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Жариков,повесть о суровом друге
"Замчалов, Г.",Рассказы,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Замчалов,рассказы
"Ильин, М.; Сегал, Е.",Как человек стал великаном,NA,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Ильин,как человек стал великаном
"Каверин, В.",Два капитана,Роман,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Каверин,два капитана
"Кальма, Н.",Большие шаги,Повесть,1940-01-01,100000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Кальма,большие шаги
"Кассиль, Л.","Черемыш, брат героя",Повесть,1940-01-01,177000,TRUE,FALSE,FALSE,FALSE,Москва; Ленинград,м,Кассиль,черемыш брат героя
"Колдунков, Е.",Зеленая кобылка,NA,1940-01-01,10000,FALSE,TRUE,FALSE,FALSE,Свердловск,м,Колдунков,зеленая кобылка
"Кретова, О. К.",В стране чудес,Рассказ,1940-01-01,10000,FALSE,TRUE,TRUE,FALSE,Воронеж,м,Кретова,в стране чудес
"Курочкин, В. С.",Морской чорт,Рассказ,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Курочкин,морской чорт
"Лурье, С. Я.",Письмо греческого мальчика,NA,1940-01-01,60000,TRUE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Лурье,письмо греческого мальчика
"Мошляк,И.",У озера Хасан,NA,1940-01-01,20000,TRUE,TRUE,FALSE,FALSE,Хабаровск,м,Мошляк,у озера хасан
"Никитич,Н.",На новых местах,NA,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Никитич,на новых местах
"Ниман,А.",Питер Мариц - юный бур из Трансвааля,Повесть,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Ниман,питер мариц юный бур из трансвааля
"Обручев,С.",От Якутска до Берингова пролива,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Обручев,от якутска до берингова пролива
"Олеша,Ю.",Три толстяка,NA,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Олеша,три толстяка
"Ольхон,А.",Елисейская легенда,NA,1940-01-01,50000,FALSE,FALSE,TRUE,FALSE,Иркутск,м,Ольхон,елисейская легенда
"Папанин,И.Д.",На полюсе,NA,1940-01-01,100000,TRUE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Папанин,на полюсе
"Паустовский,К.",Рассказы,Рассказы,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Паустовский,рассказы
"Паустовский,К.",Судьба Шарля Лансевиля,Повесть,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Петрозаводск,м,Паустовский,судьба шарля лансевиля
"Первенцев,А.",Кочубей,Повесть,1940-01-01,47000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Первенцев,кочубей
"Платонов,А.П.",Июльская гроза,Рассказ,1940-01-01,25000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Платонов,июльская гроза
"Подзелинский,М.",На рассвете,Повесть,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Подзелинский,на рассвете
"Покровский,С.В.",Враги наших врагов,NA,1940-01-01,5200,FALSE,TRUE,TRUE,FALSE,Воронеж,м,Покровский,враги наших врагов
"Покровский,С.В.",Поселок на озере,Повесть,1940-01-01,5000,FALSE,FALSE,TRUE,FALSE,Воронеж,м,Покровский,поселок на озере
"Пушкарев,Г.",Пионер Павлик Гнездилов,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Новосибирск,м,Пушкарев,пионер павлик гнездилов
"Пылков,П.",Бензиномоторчик,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Пылков,бензиномоторчик
"Равский,И.",Амангельды и Аишь,Повесть,1940-01-01,10000,FALSE,TRUE,FALSE,FALSE,Майкоп,м,Равский,амангельды и аишь
"Рябинин,Б.",Мои друзья,NA,1940-01-01,10000,FALSE,TRUE,TRUE,FALSE,Свердловск,м,Рябинин,мои друзья
"Саблин,В.;Фазин,З.",Чрезвычайный комиссар,Повесть,1940-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Саблин,чрезвычайный комиссар
"Свешников,М.",Тайны стекла,NA,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Свешников,тайны стекла
Серая Сова,Саджо и ее бобры,Повесть,1940-01-01,10000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Серая,саджо и ее бобры
"Сергеев,Я.",Из окна вагона,NA,1940-01-01,150000,FALSE,FALSE,TRUE,FALSE,Ленинград,м,Сергеев,из окна вагона
"Сергеенко,М.",Прогулка на хутор,NA,1940-01-01,5000,FALSE,FALSE,TRUE,FALSE,Воронеж,м,Сергеенко,прогулка на хутор
"Станюкович,К.М.",Морские рассказы,NA,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Станюкович,морские рассказы
"Стародумов,Н.Н.",Над фронтами,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Киев,м,Стародумов,над фронтами
"Тушкан,Г.П.",Джура,NA,1940-01-01,10000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Тушкан,джура
"Франс,А.",Веселый Буффальмако,Рассказы,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Франс,веселый буффальмако
"Цеханович,Ю.",Маленькие рыбаки,Повесть,1940-01-01,10000,FALSE,TRUE,FALSE,FALSE,Свердловск,м,Цеханович,маленькие рыбаки
"Чуковская,Л.",История одного восстания,NA,1940-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,ж,Чуковская,история одного восстания
"Шабыджан,Н.",Боевой лекпом,Рассказ,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Ташкент,м,Шабыджан,боевой лекпом
"Шатилов,Б.А.",В лагере,Повесть,1940-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Шатилов,в лагере
"Шульц,Д.В.",В скалистых горах,NA,1940-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Шульц,в скалистых горах
"Яхнина,Е.;Алейников,М.",Кри-Кри,Повесть,1940-01-01,5000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,ж;м,Яхнина,кри кри
"Беляев, В. П.",Дом с привидениями,Повесть,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Беляев,дом с привидениями
"Василенко, И. Д.",Волшебная шкатулка. Артемка в цирке,NA,1941-01-01,25000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Василенко,волшебная шкатулка артемка в цирке
"Гаврилов, П. П.",Луганцы,NA,1941-01-01,90000,TRUE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Гаврилов,луганцы
"Гайдар, А. П.",Клятка Тимура,Киносценарий,1941-01-01,10000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Гайдар,клятка тимура
"Гайдар, А. П.",Тимур и его команда,NA,1941-01-01,25000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Гайдар,тимур и его команда
"Дедов, Г. А.",Беглец,Повесть,1941-01-01,25000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Дедов,беглец
"Дюбин, В. В.",Друзья,Повесть,1941-01-01,5000,FALSE,TRUE,FALSE,FALSE,Майкоп,м,Дюбин,друзья
"Каверин, В.",Домик на холме,Рассказы,1941-01-01,50000,FALSE,TRUE,TRUE,FALSE,Ленинград,м,Каверин,домик на холме
"Кандыба, Ф.",Сестры Горские,Повесть,1941-01-01,25000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Кандыба,сестры горские
"Караев, Г.;Успенский, Л.",В копорском замке,NA,1941-01-01,150000,FALSE,TRUE,TRUE,FALSE,Ленинград,м,Караев,в копорском замке
"Карягин, П. Ф.",У белых камней,Рассказы,1941-01-01,5000,FALSE,TRUE,TRUE,FALSE,Ашхабад,м,Карягин,у белых камней
"Кассиль, Л.",Веливое противостояние,NA,1941-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Кассиль,веливое противостояние
"Катаев, В.",Сон,Рассказ,1941-01-01,50000,TRUE,FALSE,FALSE,FALSE,Москва; Ленинград,м,Катаев,сон
"Кочин, Н.",Колубин,NA,1941-01-01,10000,FALSE,TRUE,TRUE,FALSE,Горький,м,Кочин,колубин
"Кретова, О. К.",Старший брат,Рассказ,1941-01-01,5130,FALSE,TRUE,TRUE,FALSE,Воронеж,м,Кретова,старший брат
"Леонов, С.",Сердца отважных,NA,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Ленинград,м,Леонов,сердца отважных
"Линьков, Л. А.",Следопыт (Рассказы из жизни Ермолая Серова),NA,1941-01-01,50000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Линьков,следопыт рассказы из жизни ермолая серова
"Мишкевич,Г.И.",Товарищ Богдан,Повесть,1941-01-01,15000,FALSE,TRUE,TRUE,FALSE,Киев,м,Мишкевич,товарищ богдан
"Могилевский,Л.",Проходчики,Рассказы,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Могилевский,проходчики
"Молчанов,А.",На Карельском перешейке,NA,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Ленинград,м,Молчанов,на карельском перешейке
"Мстиславский,С.",Восстание озерян,NA,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Мстиславский,восстание озерян
"Мстиславский,С.",Грач - птица весенняя,Повесть,1941-01-01,90000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Мстиславский,грач птица весенняя
"Муратов,М.В.",Два путешествия капитана Беринга,NA,1941-01-01,70000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Муратов,два путешествия капитана беринга
"Некрасов,А.Д.",В поисках Южного материка,Повесть,1941-01-01,60000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,м,Некрасов,в поисках южного материка
"Пантюхин,С.П.",Детская змейковая станция,NA,1941-01-01,17500,FALSE,FALSE,TRUE,FALSE,Москва,м,Пантюхин,детская змейковая станция
"Парамонов,А.Н.",Увлекательная работа,Рассказ,1941-01-01,25000,FALSE,TRUE,TRUE,FALSE,Москва; Ленинград,м,Парамонов,увлекательная работа
"Первенцев,А.",Над Кубанью,Роман,1941-01-01,25000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Первенцев,над кубанью
"Петровский,Д.В.",О полках Богунском и Тарашанском,Повесть,1941-01-01,10000,FALSE,FALSE,TRUE,FALSE,Москва; Ленинград,м,Петровский,о полках богунском и тарашанском
"Пилатов,Н.П.",Первое русское кругосветное плавание,NA,1941-01-01,15000,FALSE,FALSE,TRUE,FALSE,Саратов,м,Пилатов,первое русское кругосветное плавание
"Поступальская,М.И.",Плещеево озеро,NA,1941-01-01,5000,FALSE,TRUE,FALSE,FALSE,Москва; Ленинград,ж,Поступальская,плещеево озеро
"Прянишников,В.И.",Путешествие по глобусу,NA,1941-01-01,100000,FALSE,FALSE,TRUE,FALSE,Ленинград,м,Прянишников,путешествие по глобусу
